hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,total_guests,total_stay,lead_time_group,Revenue,guest_type,is_loyal,has_changes,is_waiting,season,high_intent,price_per_person
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,247,2018,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient-Party,115.0,0,1,Check-Out,2018-06-08,71337,2.0,2,long_term,230.0,couple,no,0,0,peak,0,57.5
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,60,2018,December,52,23,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,130.9,0,0,Canceled,2018-10-24,71338,3.0,4,medium_term,523.6,family/group,no,0,0,holiday,0,43.63333333333333
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,41,2017,November,45,1,2,3,2,1.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,75.0,0,2,Check-Out,2017-11-06,71339,3.0,5,medium_term,375.0,family/group,no,0,0,normal,1,25.0
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,50,2019,July,29,17,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,150.0,0,1,Canceled,2019-05-29,71340,2.0,2,medium_term,300.0,couple,no,0,0,peak,0,75.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,24,2018,June,24,6,1,2,1,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0,Transient-Party,120.0,0,0,Canceled,2018-06-02,71341,1.0,3,short_term,360.0,solo,no,0,0,peak,0,120.0
"Berlin Marriott Hotel Berlin, Germany",0,4,2018,June,25,12,2,0,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,72.25,0,0,Check-Out,2018-06-14,71342,2.0,2,last_minute,144.5,couple,no,0,0,peak,0,36.125
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,0,2017,November,46,12,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.0,1,1,Check-Out,2017-11-13,71343,1.0,1,last_minute,79.0,solo,no,0,0,normal,0,79.0
"Turtle Beach, Barbados Barbados",0,0,2019,February,8,22,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,314.0,0,Transient,48.0,0,0,Check-Out,2019-02-23,71344,1.0,1,last_minute,48.0,solo,yes,0,0,normal,0,48.0
"Des Moines West/Clive Courtyard Clive, IA",0,29,2019,January,3,21,2,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,44.0,0,3,Check-Out,2019-01-25,71345,2.0,4,short_term,176.0,couple,no,0,0,normal,1,22.0
"Leipzig Marriott Hotel Leipzig, Germany",0,136,2018,July,27,1,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,128.1,0,1,Check-Out,2018-07-04,71346,2.0,3,long_term,384.29999999999995,couple,no,1,0,peak,0,64.05
"Anaheim Marriott Anaheim, CA",1,232,2018,August,36,31,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,111.94,0,0,Canceled,2018-06-13,71347,2.0,8,long_term,895.52,couple,no,0,0,peak,0,55.97
"Chicago O'Hare Courtyard Des Plaines, IL",0,191,2018,August,33,8,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,0,Transient-Party,131.75,0,2,Check-Out,2018-08-12,71348,2.0,4,long_term,527.0,couple,no,1,0,peak,1,65.875
"Renaissance Hamburg Hotel Hamburg, Germany",0,151,2018,January,4,19,0,3,1,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,63,Transient-Party,70.0,0,0,Check-Out,2018-01-22,71349,1.0,3,long_term,210.0,solo,no,1,1,normal,0,70.0
"Anaheim Marriott Anaheim, CA",1,73,2019,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,105.0,0,0,Canceled,2019-01-20,71350,2.0,4,medium_term,420.0,couple,no,0,0,normal,0,52.5
"The St. Regis Osaka Osaka, Japan",0,150,2019,May,22,28,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.5,0,1,Check-Out,2019-06-01,71351,2.0,4,long_term,518.0,couple,no,0,0,normal,0,64.75
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,19,2017,December,49,5,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,10.0,0,Transient,69.0,0,0,Canceled,2017-11-16,71352,2.0,3,short_term,207.0,couple,yes,0,0,holiday,0,34.5
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,312,2019,May,21,25,2,4,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,142.2,0,2,Check-Out,2019-05-31,71353,3.0,6,long_term,853.1999999999999,family/group,no,0,0,normal,1,47.4
"Colony Club, Barbados Barbados",1,292,2018,November,45,3,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,0,Transient-Party,38.0,0,0,Canceled,2018-09-01,71354,2.0,1,long_term,38.0,couple,no,0,0,normal,0,19.0
"Albuquerque Airport Courtyard Albuquerque, NM",1,152,2019,April,16,22,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,0,Transient,105.0,0,0,Canceled,2018-11-21,71355,2.0,4,long_term,420.0,couple,no,0,0,normal,0,52.5
"Leipzig Marriott Hotel Leipzig, Germany",0,52,2019,March,11,18,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2019-03-22,71356,2.0,4,medium_term,300.0,couple,no,0,0,normal,0,37.5
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,426,2018,September,37,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71357,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,107,2019,March,10,9,0,2,1,0.0,0,Undefined,CN,Groups,TA/TO,0,0,0,E,E,1,No Deposit,96.0,0,Transient-Party,72.0,0,0,Check-Out,2019-03-11,71358,1.0,2,long_term,144.0,solo,no,1,0,normal,0,72.0
"Des Moines West/Clive Courtyard Clive, IA",1,0,2019,April,15,10,0,0,0,0.0,0,SC,PRT,Complementary,Corporate,0,0,0,P,P,0,No Deposit,14.0,0,Transient,0.0,0,0,Canceled,2019-04-10,71359,0.0,0,last_minute,0.0,family/group,no,0,0,normal,0,
"Heidelberg Marriott Hotel Heidelberg, Germany",1,312,2017,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-06,71360,2.0,4,long_term,248.0,couple,no,0,0,peak,0,31.0
"Heidelberg Marriott Hotel Heidelberg, Germany",1,178,2018,October,43,22,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,70.75,0,0,Canceled,2018-06-20,71361,2.0,4,long_term,283.0,couple,no,0,0,normal,0,35.375
"W New York – Times Square New York, NY",0,3,2017,September,37,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,124.0,0,0,Check-Out,2017-09-12,71362,2.0,4,last_minute,496.0,couple,no,0,0,normal,0,62.0
"Orlando Airport Courtyard Orlando, FL",1,134,2018,June,27,30,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.9,0,0,Canceled,2018-06-30,71363,1.0,3,long_term,272.70000000000005,solo,no,0,0,peak,0,90.9
"The House, Barbados Barbados",0,8,2017,October,43,21,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,0,Transient,85.0,0,0,Check-Out,2017-10-24,71364,2.0,3,short_term,255.0,couple,no,0,0,normal,0,42.5
"W New York – Times Square New York, NY",0,158,2018,June,25,12,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,161.0,0,2,Check-Out,2018-06-18,71365,2.0,6,long_term,966.0,couple,no,1,0,peak,1,80.5
"Heidelberg Marriott Hotel Heidelberg, Germany",1,166,2018,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,0,Transient,110.0,0,0,Canceled,2018-07-13,71366,1.0,3,long_term,330.0,solo,no,0,0,normal,0,110.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,1,2018,June,23,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,2,No Deposit,14.0,0,Transient,109.0,0,0,Check-Out,2018-06-03,71367,2.0,1,last_minute,109.0,couple,no,1,0,peak,0,54.5
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,187,2019,August,32,12,4,7,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,151.0,0,0,Canceled,2019-02-06,71368,2.0,11,long_term,1661.0,couple,no,0,0,peak,0,75.5
"Treasure Beach, Barbados Barbados",0,65,2019,February,7,12,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient,0.0,0,0,Check-Out,2019-02-12,71369,2.0,0,medium_term,0.0,couple,no,0,0,normal,0,0.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,95,2018,August,32,1,1,2,1,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,123.15,0,0,Canceled,2018-06-23,71370,2.0,3,long_term,369.45000000000005,couple,no,0,0,peak,0,61.575
"Louisville East Courtyard Louisville, KY",1,36,2018,May,19,1,2,0,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,125.0,0,0,Canceled,2018-03-27,71371,4.0,2,medium_term,250.0,family/group,no,0,0,normal,0,31.25
"Des Moines West/Clive Courtyard Clive, IA",1,292,2019,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,90.0,0,0,Canceled,2019-05-05,71372,2.0,3,long_term,270.0,couple,no,0,0,normal,0,45.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,156,2018,August,34,14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,115.25,1,1,Check-Out,2018-08-19,71373,2.0,5,long_term,576.25,couple,no,0,0,peak,0,57.625
"Fort Worth University Drive Courtyard Fort Worth, TX",0,89,2018,April,16,10,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,90.95,0,1,Check-Out,2018-04-15,71374,2.0,5,medium_term,454.75,couple,no,1,0,normal,0,45.475
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,172,2017,August,32,4,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,125.9,0,1,Canceled,2017-08-04,71375,2.0,6,long_term,755.4000000000001,couple,no,0,0,peak,0,62.95
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",0,59,2018,November,45,2,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,71.1,0,2,Check-Out,2018-11-05,71376,2.0,3,medium_term,213.29999999999998,couple,no,0,0,normal,1,35.55
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,63,2018,April,18,25,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,103.87,0,1,Check-Out,2018-04-30,71377,2.0,5,medium_term,519.35,couple,no,0,0,normal,0,51.935
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,186,2018,July,32,31,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0,Transient,167.4,0,0,Canceled,2018-06-27,71378,2.0,7,long_term,1171.8,couple,no,0,0,peak,0,83.7
"St. Louis Downtown West Courtyard St. Louis, MO",0,5,2018,September,36,3,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,0,Transient-Party,96.0,0,1,Check-Out,2018-09-05,71379,2.0,2,last_minute,192.0,couple,no,1,0,normal,0,48.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,0,2019,January,4,22,1,0,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0,Transient,58.31,0,0,Check-Out,2019-01-23,71380,2.0,1,last_minute,58.31,couple,no,0,0,normal,0,29.155
"Las Vegas Marriott Las Vegas, NV ",0,203,2017,December,51,14,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314.0,0,Contract,26.1,0,1,Check-Out,2017-12-21,71381,2.0,7,long_term,182.70000000000002,couple,no,0,0,holiday,0,13.05
"Chicago O'Hare Courtyard Des Plaines, IL",0,10,2019,February,8,25,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,0,Transient,78.67,0,1,Check-Out,2019-02-28,71382,2.0,3,short_term,236.01,couple,no,0,0,normal,0,39.335
"W Barcelona Barcelona, Spain",0,68,2017,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,2017-09-16,71383,2.0,4,medium_term,248.0,couple,no,0,0,normal,0,31.0
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,48,2017,December,52,23,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,75.2,0,2,Check-Out,2017-12-28,71384,2.0,5,medium_term,376.0,couple,no,0,0,holiday,1,37.6
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,28,2019,August,31,3,0,2,2,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,0,Transient,205.0,0,1,Canceled,2019-08-01,71385,2.0,2,short_term,410.0,couple,no,1,0,peak,0,102.5
"Chicago O'Hare Courtyard Des Plaines, IL",0,9,2017,August,34,19,2,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,2017-08-26,71386,2.0,7,short_term,525.0,couple,no,0,0,peak,0,37.5
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,0,2018,June,25,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,129.0,0,0,Check-Out,2018-06-19,71387,1.0,1,last_minute,129.0,solo,no,0,0,peak,0,129.0
"Renaissance Hamburg Hotel Hamburg, Germany",1,30,2017,September,40,30,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,121.0,0,0,Canceled,2017-09-15,71388,2.0,2,short_term,242.0,couple,no,0,0,normal,0,60.5
"Baltimore BWI Airport Courtyard Linthicum, MD",1,211,2018,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,111,Transient,100.0,0,0,Canceled,2018-03-18,71389,2.0,2,long_term,200.0,couple,no,0,1,normal,0,50.0
"Fort Worth University Drive Courtyard Fort Worth, TX",0,87,2018,February,8,15,1,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,0,Transient,62.1,0,0,Check-Out,2018-02-17,71390,1.0,2,medium_term,124.2,solo,no,1,0,normal,0,62.1
"Fort Worth University Drive Courtyard Fort Worth, TX",1,66,2017,December,49,5,1,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0,Transient-Party,64.0,0,0,Canceled,2017-12-02,71391,2.0,2,medium_term,128.0,couple,no,0,0,holiday,0,32.0
"Indianapolis Airport Courtyard Indianapolis, IN",0,275,2018,April,16,10,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,0,Transient-Party,72.45,0,0,Check-Out,2018-04-17,71392,2.0,7,long_term,507.15000000000003,couple,no,0,0,normal,0,36.225
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,28,2017,December,51,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,0,Check-Out,2017-12-19,71393,1.0,1,short_term,65.0,solo,no,0,0,holiday,0,65.0
"Frankfurt Marriott Hotel Frankfurt, Germany",1,76,2018,March,12,17,1,3,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,116.73,0,0,Canceled,2018-01-04,71394,3.0,4,medium_term,466.92,family/group,no,0,0,normal,0,38.910000000000004
"St. Louis Downtown West Courtyard St. Louis, MO",1,622,2019,March,12,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71395,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Fort Worth University Drive Courtyard Fort Worth, TX",0,106,2017,September,39,26,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Transient,65.35,0,0,Check-Out,2017-10-06,71396,2.0,10,long_term,653.5,couple,no,0,0,normal,0,32.675
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,281,2017,July,30,25,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Canceled,2017-07-06,71397,1.0,4,long_term,240.0,solo,no,0,0,peak,0,60.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,12,2019,January,5,30,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,55.1,0,1,Canceled,2019-01-29,71398,1.0,2,short_term,110.2,solo,no,0,0,normal,0,55.1
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,76,2018,March,12,14,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,0,Transient-Party,69.52,0,1,Check-Out,2018-03-17,71399,2.0,3,medium_term,208.56,couple,no,1,0,normal,0,34.76
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,14,2019,May,22,28,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,196.67,0,1,Canceled,2019-05-15,71400,3.0,3,short_term,590.01,family/group,no,0,0,normal,0,65.55666666666666
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,0,2017,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,129.0,0,0,Check-Out,2017-08-19,71401,2.0,1,last_minute,129.0,couple,no,0,0,peak,0,64.5
"Anaheim Marriott Anaheim, CA",0,115,2019,May,20,18,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,2019-05-24,71402,2.0,6,long_term,756.0,couple,no,0,0,normal,0,63.0
"Tamarind, Barbados Barbados",0,127,2019,May,21,26,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,0,Transient,85.0,0,0,Check-Out,2019-05-29,71403,2.0,3,long_term,255.0,couple,no,1,0,normal,0,42.5
"Des Moines West/Clive Courtyard Clive, IA",0,121,2019,May,20,16,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,85.0,0,1,Check-Out,2019-05-18,71404,2.0,2,long_term,170.0,couple,no,0,0,normal,0,42.5
"Greensboro Courtyard Greensboro, NC",0,6,2017,September,39,23,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240.0,0,Transient,72.0,0,1,Check-Out,2017-09-24,71405,1.0,1,last_minute,72.0,solo,no,0,0,normal,0,72.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,53,2018,December,51,17,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.0,0,2,Canceled,2018-10-26,71406,1.0,2,medium_term,86.0,solo,no,0,0,holiday,1,43.0
"Treasure Beach, Barbados Barbados",0,0,2017,September,36,5,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,G,0,No Deposit,14.0,0,Transient,172.0,1,0,Check-Out,2017-09-06,71407,2.0,1,last_minute,172.0,couple,no,0,0,normal,0,86.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,1,2018,January,1,2,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.93,0,0,Check-Out,2018-01-05,71408,2.0,3,last_minute,224.79000000000002,couple,no,0,0,normal,0,37.465
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,177,2018,July,32,31,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.45,0,1,Check-Out,2018-08-04,71409,2.0,4,long_term,397.8,couple,no,0,0,peak,0,49.725
"W Barcelona Barcelona, Spain",1,426,2018,September,37,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71410,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Newark Liberty International Airport Courtyard Newark, NJ",1,264,2017,July,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-06-29,71411,2.0,2,long_term,124.0,couple,no,0,0,peak,0,31.0
"Albuquerque Airport Courtyard Albuquerque, NM",0,94,2017,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,115.0,0,1,Check-Out,2017-07-25,71412,2.0,7,long_term,805.0,couple,no,0,0,peak,0,57.5
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,301,2018,November,47,18,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,52.0,0,0,Canceled,2018-03-15,71413,2.0,2,long_term,104.0,couple,no,0,0,normal,0,26.0
"San Diego Sorrento Valley Courtyard San Diego, CA",0,184,2018,October,43,17,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.9,0,2,Check-Out,2018-10-21,71414,2.0,4,long_term,363.6,couple,no,0,0,normal,1,45.45
"Greensboro Courtyard Greensboro, NC",0,75,2018,August,33,13,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,221.0,0,1,Check-Out,2018-08-16,71415,2.0,3,medium_term,663.0,couple,no,0,0,peak,0,110.5
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,32,2018,April,18,30,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,93.57,0,0,Canceled,2018-04-18,71416,2.0,7,medium_term,654.99,couple,no,0,0,normal,0,46.785
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,78,2019,May,19,11,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,140.4,0,0,Canceled,2019-03-12,71417,2.0,5,medium_term,702.0,couple,no,0,0,normal,0,70.2
"Crystal Cove, Barbados Barbados",0,97,2018,August,32,5,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,150.3,0,1,Check-Out,2018-08-08,71418,3.0,3,long_term,450.90000000000003,family/group,no,0,0,peak,0,50.1
"Turtle Beach, Barbados Barbados",0,7,2017,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,2017-09-03,71419,1.0,3,last_minute,180.0,solo,no,0,0,peak,0,60.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,157,2019,August,32,10,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,314.0,1,3,Check-Out,2019-08-12,71420,4.0,2,long_term,628.0,family/group,no,0,0,peak,1,78.5
"Sheraton Diana Majestic, Milan Milan, Italy",1,219,2018,June,27,27,3,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,177.0,0,Transient-Party,67.0,0,0,Canceled,2017-11-24,71421,1.0,9,long_term,603.0,solo,no,0,0,peak,0,67.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,111,2019,March,12,24,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,106.2,0,1,Canceled,2018-12-05,71422,2.0,3,long_term,318.6,couple,no,0,0,normal,0,53.1
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,310,2019,June,22,3,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,88.2,0,0,Canceled,2019-01-28,71423,2.0,7,long_term,617.4,couple,no,0,0,peak,0,44.1
"Heidelberg Marriott Hotel Heidelberg, Germany",0,70,2018,June,24,10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,85.0,0,1,Check-Out,2018-06-12,71424,2.0,2,medium_term,170.0,couple,no,0,0,peak,0,42.5
